orderNo1,orderTotalSDP,mstOrderTotal,orderNo2,orderTotalDiff
1140256562,547.34,547.29,1140180169,-0.01
1140256570,119.23,119.22,1140180180,-0.01
1140256663,127.19,127.2,1140180337,-0.01
1140256690,100.26,100.25,1140185808,-0.01
1140256803,245.48,245.5,1140185857,0.01
1140256816,501.78,501.8,1140185865,0.01
1140256818,107.94,107.93,1140185865,0.01
1140256876,208.43,208.44,1140185872,-0.01
1140256896,144.04,144.05,1140185998,-0.01
1140256977,292.41,292.37,1140186024,3.55E-15
1140257015,44.56,44.57,1140186115,-0.01
1140257027,161.2,161.19,1140186115,0.01
1140257085,1065.88,1065.9,1140186115,-0.01
1140257131,100.5,100.51,1140186129,-0.01
1140257145,94.71,94.7,1140186192,-0.01
1140257251,173.53,173.52,1140186356,0.01
1140257262,411.47,411.45,1140186356,0.01
1140257295,128.37,128.35,1140186453,0.02
1140257531,38.55,38.57,1140186453,0.02
1140257557,115.56,115.55,1140186515,-0.01
1140257772,164.13,164.12,1140186612,-0.01
1140257856,397.93,391.93,1140186618,-0.01
1140257889,110.18,110.19,1140186701,-0.01
1140258026,157.64,157.63,1140186705,0.01
1140258161,301.96,301.94,1140186705,0.01
1140258224,107.98,107.97,1140186780,0.01
1140258240,120.11,120.12,1140186780,0.01
1140258259,108.7,108.69,1140186811,-0.01
1140258493,575.84,575.83,1140186873,0.01
1140258512,203.48,203.46,1140186911,-0.01
1140258517,32.18,32.19,1140186987,0.01
1140258636,36.23,36.24,1140186993,-0.01
1140258642,333.75,333.74,1140187029,0.01
1140258799,120.05,120.03,1140187062,0.01
1140258817,118.43,118.41,1140187062,0.01
1140258929,76.23,76.22,1140187062,0.01
1140258938,168.36,162.36,1140187062,0.01
1140259006,189.47,189.43,1140187122,0.01
1140259045,137.21,137.19,1140187246,0.01
1140259102,143.79,137.79,1140187246,0.01
1140259304,982.55,982.54,1140187246,0.01
1140259474,307.58,307.56,1140187246,0.01
1140259530,188.87,188.85,1140187246,0.01
1140259533,63.11,63.1,1140187246,0.01
1140259570,129.55,129.54,1140187355,0.01
1140264725,135.88,135.84,1140187397,-0.01
1140264726,143.79,137.79,1140187482,0.01
1140264878,505.16,505.14,1140187482,0.01
1140265101,108.04,102.04,1140187645,0.01
1140265161,267.78,267.84,1140187645,0.01
1140265237,67.31,67.28,1140187645,0.01
1140265241,274.73,274.72,1140187682,0.01
1140265326,87.12,87.15,1140187816,-0.01
1140265360,82.64,76.64,1140187857,-0.02
1140265401,116.28,116.29,1140187857,-0.02
1140265698,180.7,180.71,1140187920,-0.01
1140265851,205.39,205.38,1140187923,-0.01
1140265957,121.19,121.2,1140187923,-0.01
1140266025,113.55,113.54,1140187930,-0.01
1140266098,68.84,68.85,1140187956,-0.01
1140266112,69.91,69.9,1140188008,0.01
1140266118,110.16,110.18,1140188078,0.01
1140266129,362.09,362.1,1140188078,0.01
1140266239,308.1,308.09,1140188106,0.01
1140266278,45.79,45.78,1140188167,-0.01
1140266304,507.48,507.47,1140188294,-0.01
1140266362,409.03,408.97,1140188294,-0.01
1140266377,196.82,196.81,1140188343,-0.01
1140266497,105.76,105.77,1140188483,0.01
1140266548,60.43,54.43,1140188483,0.01
1140266593,86.43,86.42,1140188483,0.01
1140266761,112.64,112.67,1140188516,0.03
1140266960,153.39,153.37,1140188516,0.01
1140266970,220.41,220.4,1140188527,-7.11E-15
1140267073,144.47,144.46,1140188527,-7.11E-15
1140267094,149.99,150,1140188571,-0.01
1140267426,111.73,111.75,1140188632,-7.11E-15
1140267448,55.7,55.68,1140188633,-0.01
1140267521,158.83,158.8,1140188687,0.01
1140267707,109.11,109.12,1140188735,-0.01
1140267727,66.49,66.5,1140188741,-0.01
1140267874,130.38,130.39,1140188786,-0.01
1140268127,66.07,66.06,1140188806,-0.01
1140268220,74.57,74.56,1140188913,-0.01
1140268421,243.59,243.58,1140188934,-0.01
1140268457,217.99,211.99,1140189008,0.01
1140268554,205.32,205.3,1140189029,0.01
1140268683,125.84,125.83,1140189029,0.01
1140268795,119.12,119.15,1140189065,-0.01
1140268860,106.13,106.12,1140189111,-0.01
1140268971,277.84,277.82,1140189130,1.42E-14
1140269060,129.54,123.54,1140189174,0.01
1140269196,108.39,108.37,1140189267,-0.01
1140269226,157.81,157.82,1140189270,-0.02
1140269330,217.24,217.25,1140189270,-0.01
1140269388,1001.69,1001.68,1140189270,-0.02
1140269460,26.71,26.72,1140189270,-0.01
1140269521,122.99,116.99,1140189359,-0.01
1140274233,304.34,304.33,1140189440,0.01
1140274265,206.66,206.65,1140189518,0.01
1140274303,268.01,268,1140189518,0.01
1140274337,113.07,113.06,1140189524,-0.01
1140274399,128.82,128.81,1140189575,-0.01
1140274446,82.86,82.85,1140189606,-0.01
1140274751,169.99,169.97,1140189633,0.01
1140274855,62.13,62.12,1140189709,0.01
1140284305,158.66,158.65,1140189709,-0.01
1140284331,126.42,126.43,1140189761,0.01
1140284332,76.28,76.27,1140189761,0.01
1140284503,60.26,60.27,1140189788,0.01
1140284517,146.14,146.15,1140189788,0.01
1140284572,298.68,298.7,1140189809,-0.01
1140284859,139.95,139.93,1140189809,-0.01
1140284876,135.65,135.64,1140189842,-0.01
1140284886,118.09,118.07,1140189870,0.01
1140284933,125.99,119.99,1140189965,-0.01
1140284940,201.14,201.13,1140189965,0.01
1140285016,129.54,129.51,1140190008,-0.01
1140294280,119.24,119.25,1140190076,-1.42E-14
1140294375,122.94,122.93,1140190094,-0.01
1140294423,53.32,53.33,1140190217,-0.01
1140294431,210.31,210.29,1140190381,0.01
1140294483,58.63,58.62,1140190381,0.01
1140294512,65.94,65.95,1140190381,0.01
1140294553,124.38,124.37,1140190397,-7.11E-15
1140294583,137.32,137.31,1140195318,-0.02
1140294592,169.93,169.92,1140195318,-0.02
1140294694,164.54,164.53,1140195318,-0.02
1140294798,127.45,127.44,1140195318,-0.02
1140294800,218.18,218.16,1140195318,-0.02
1140294816,203.44,203.42,1140195613,-0.01
1140294859,494.1,494.11,1140195613,-0.01
1140294886,62.54,62.58,1140195613,-0.01
1140294951,60.81,60.83,1140195702,-0.01
1140294958,115.13,115.12,1140195744,-0.01
1140295032,32.65,26.65,1140195744,-0.01
1140304283,148.69,148.68,1140195744,-0.01
1140304297,85.67,85.66,1140195754,-0.02
1140304454,700.78,700.83,1140196004,-0.01
1140304619,112.51,112.52,1140196004,-0.01
1140304655,271.3,271.29,1140196139,-0.01
1140304711,121.76,121.75,1140196254,0.01
1140304714,114.05,114.04,1140196347,-0.01
1140304875,99.29,99.28,1140196371,0.02
1140314386,21.01,21.02,1140196525,-0.01
1140314421,165.95,165.96,1140196525,0.01
1140314472,1411.33,1411.31,1140196616,-0.01
1140314551,476.75,476.72,1140196649,0.01
1140314559,29.39,29.4,1140196848,-0.01
1140314647,148.17,148.16,1140197047,0.02
1140314660,149.26,149.25,1140197094,0.01
1140314726,130.78,130.77,1140197107,-0.01
1140314765,91,90.99,1140197142,0.01
1140314784,406.44,406.46,1140197255,-0.01
1140314890,270.15,270.14,1140197355,0.01
1140324246,115.45,115.47,1140197355,0.01
1140324367,474.15,474.14,1140197355,0.01
1140324381,108.3,108.31,1140197397,-0.01
1140324433,68.65,68.66,1140197510,-0.01
1140324453,326.09,326.08,1140197510,-0.01
1140324471,227.87,227.88,1140197510,-0.01
1140324491,346.37,346.36,1140197651,0.01
1140324648,237.08,237.05,1140197651,0.01
1140324666,189.97,189.96,1140197714,-0.01
1140334271,111.45,111.47,1140197779,-0.01
1140334399,368.34,368.35,1140197782,-0.02
1140334448,164.92,164.93,1140197782,-0.01
1140334523,121.37,121.36,1140197782,-0.02
1140344230,410.78,410.77,1140197782,-0.02
1140344421,318.45,318.48,1140197782,-0.02
1140344511,69.4,69.39,1140197782,-0.02
1140344594,433.84,433.83,1140197819,0.01
1140344618,287.22,281.22,1140197849,-0.01
1140344651,54.2,54.22,1140198037,-0.01
1140344658,70.69,64.69,1140198086,0.01
1140354269,429.84,429.82,1140198086,0.01
1140354295,83.57,77.57,1140198101,-0.01
1140354348,140.24,140.25,1140198101,-0.01
1140354386,114.82,114.81,1140198101,-0.01
1140354399,215.13,215.12,1140198112,-0.01
1140354404,66.09,66.08,1140198142,0.02
1140354566,87.08,87.1,1140198272,-0.01
1140354577,1070.36,1070.34,1140198498,-0.02
1140354645,228,227.98,1140198498,-0.02
1140354663,159.97,159.96,1140198505,0.01
1140364251,296.42,296.41,1140198505,0.01
1140364308,178.4,178.41,1140198710,0.01
1140364380,678.8,678.78,1140198710,0.01
1140364453,458.19,458.17,1140198937,0.01
1140364499,129.25,129.24,1140198940,0.02
1140374349,326.7,326.67,1140198953,-0.01
1140374384,309.05,309.06,1140199195,-0.01
1140374409,337.38,337.34,1140199385,0.01
1140374522,598.82,598.83,1140199438,0.01
1140374622,310.71,310.7,1140199482,0.01
,,,1140199482,0.02
,,,1140199613,0.03
,,,1140199737,-0.01
,,,1140199737,-0.01
,,,1140199771,-0.01
,,,1140199787,-0.01
,,,1140199787,-0.01
,,,1140199849,-0.01
,,,1140199939,-0.01
,,,1140199939,-0.01
,,,1140200036,-0.01
,,,1140200105,0.01
,,,1140200117,-0.02
,,,1140200206,-0.01
,,,1140200242,0.01
,,,1140200253,-0.02
,,,1140200254,-0.01
,,,1140200254,-0.01
,,,1140205526,-0.01
,,,1140205532,0.01
,,,1140205549,0.01
,,,1140205549,0.01
,,,1140205549,0.01
,,,1140205549,0.01
,,,1140205549,0.02
,,,1140205549,0.02
,,,1140205549,0.01
,,,1140205716,-0.01
,,,1140205717,-0.01
,,,1140205717,-0.01
,,,1140205717,-0.01
,,,1140205843,-0.01
,,,1140206024,-0.01
,,,1140206024,-0.01
,,,1140206024,-0.01
,,,1140206118,-0.01
,,,1140206118,-0.02
,,,1140206118,-0.01
,,,1140206118,-0.02
,,,1140206337,0.01
,,,1140206386,-0.01
,,,1140206560,0.01
,,,1140206588,0.01
,,,1140206605,0.01
,,,1140206677,-0.01
,,,1140206723,-0.02
,,,1140206771,-0.01
,,,1140206800,-0.01
,,,1140206800,-0.01
,,,1140206800,-0.01
,,,1140206825,-0.01
,,,1140206866,-0.01
,,,1140206884,0.02
,,,1140206884,0.02
,,,1140206884,-3.55E-15
,,,1140206887,-7.11E-15
,,,1140206887,0.06
,,,1140206940,-0.01
,,,1140207040,0.01
,,,1140207040,0.01
,,,1140207076,-0.02
,,,1140207076,-0.01
,,,1140207086,0.01
,,,1140207091,-0.01
,,,1140207103,-0.01
,,,1140207103,-0.01
,,,1140207107,0.01
,,,1140207185,0.01
,,,1140207185,0.01
,,,1140207283,0.01
,,,1140207283,0.01
,,,1140207386,-2.84E-14
,,,1140207455,0.01
,,,1140207455,0.01
,,,1140207547,0.01
,,,1140207668,-0.01
,,,1140207724,-0.01
,,,1140207757,0.01
,,,1140207843,-0.01
,,,1140207843,-0.01
,,,1140207843,-0.01
,,,1140207990,-0.01
,,,1140207990,-0.02
,,,1140207990,-0.01
,,,1140208009,0.01
,,,1140208154,-0.01
,,,1140208436,-3.55E-15
,,,1140208501,1.42E-14
,,,1140208561,0.01
,,,1140208610,-0.01
,,,1140208646,-0.01
,,,1140208771,-0.01
,,,1140208796,-0.01
,,,1140208796,-0.01
,,,1140208800,-0.01
,,,1140208800,-0.01
,,,1140208800,-0.01
,,,1140208912,0.03
,,,1140208912,0.01
,,,1140208962,0.01
,,,1140208962,0.03
,,,1140209178,0.01
,,,1140209178,0.01
,,,1140209178,0.01
,,,1140209178,0.01
,,,1140209188,0.01
,,,1140209188,0.01
,,,1140209188,0.01
,,,1140209188,0.01
,,,1140209188,0.01
,,,1140209296,-0.01
,,,1140209429,-0.01
,,,1140209429,-0.01
,,,1140209489,-0.01
,,,1140209502,-0.01
,,,1140209507,0.01
,,,1140209507,0.01
,,,1140209507,0.01
,,,1140209507,0.01
,,,1140209507,0.01
,,,1140209507,0.01
,,,1140209516,-0.01
,,,1140209573,0.01
,,,1140209579,-0.01
,,,1140209650,0.01
,,,1140209729,0.01
,,,1140209837,0.01
,,,1140209837,-0.01
,,,1140209837,0.01
,,,1140209993,-0.01
,,,1140209993,-0.01
,,,1140209993,-0.01
,,,1140210161,-0.01
,,,1140210161,-0.01
,,,1140210161,-0.01
,,,1140210161,-0.01
,,,1140215203,-0.01
,,,1140215203,-0.01
,,,1140215289,-0.01
,,,1140215377,0.01
,,,1140215447,-0.01
,,,1140215447,-0.01
,,,1140215564,-0.01
,,,1140215598,-0.01
,,,1140215641,-0.01
,,,1140215851,0.03
,,,1140215903,0.01
,,,1140215903,0.01
,,,1140215903,0.01
,,,1140215903,0.01
,,,1140216013,0.01
,,,1140216029,0.01
,,,1140216061,-0.01
,,,1140216061,-0.01
,,,1140216159,0.01
,,,1140216159,0.02
,,,1140216169,-0.01
,,,1140216169,-0.01
,,,1140216169,-0.01
,,,1140216170,0.01
,,,1140216170,0.01
,,,1140216170,0.01
,,,1140216170,0.02
,,,1140216170,0.02
,,,1140216200,0.01
,,,1140216321,-0.01
,,,1140216337,-0.01
,,,1140216439,-0.01
,,,1140216527,0.01
,,,1140216552,-0.04
,,,1140216599,-0.01
,,,1140216603,-0.02
,,,1140216603,-0.02
,,,1140216603,-0.02
,,,1140216603,-0.02
,,,1140216603,-0.02
,,,1140216603,-0.02
,,,1140216603,-0.02
,,,1140216603,-0.02
,,,1140216603,-0.02
,,,1140216663,0.01
,,,1140216754,-0.01
,,,1140216851,0.01
,,,1140217052,-0.01
,,,1140217090,0.04
,,,1140217112,0.01
,,,1140217112,0.01
,,,1140217140,0.01
,,,1140217140,0.01
,,,1140217140,0.01
,,,1140217140,0.01
,,,1140217170,-0.01
,,,1140217170,-0.01
,,,1140217288,-0.01
,,,1140217289,-0.01
,,,1140217312,-0.01
,,,1140217318,0.01
,,,1140217368,-0.01
,,,1140217411,-0.02
,,,1140217521,-0.01
,,,1140217522,0.01
,,,1140217560,0.01
,,,1140217881,-0.02
,,,1140217997,-0.01
,,,1140218022,0.01
,,,1140218174,-0.01
,,,1140218174,-0.01
,,,1140218257,-0.01
,,,1140218276,-0.01
,,,1140218315,-0.01
,,,1140218352,-0.01
,,,1140218432,0.01
,,,1140218435,-0.01
,,,1140218435,-0.01
,,,1140218435,-0.02
,,,1140218437,-0.01
,,,1140218469,0.01
,,,1140218518,0.02
,,,1140218518,0.02
,,,1140218518,0.02
,,,1140218737,0.01
,,,1140218737,0.01
,,,1140218768,0.02
,,,1140218768,0.02
,,,1140218794,-0.01
,,,1140218794,-0.01
,,,1140218794,-0.01
,,,1140218794,-0.01
,,,1140218847,-0.01
,,,1140218895,-0.01
,,,1140219037,-0.01
,,,1140219097,0.01
,,,1140219123,-0.01
,,,1140219123,-0.01
,,,1140219152,-0.01
,,,1140219152,-0.01
,,,1140219170,-0.02
,,,1140219231,-0.01
,,,1140219286,0.01
,,,1140219286,0.01
,,,1140219347,-0.01
,,,1140219347,-0.01
,,,1140219421,-0.01
,,,1140219480,-0.01
,,,1140219528,-0.01
,,,1140219594,0.01
,,,1140219594,0.01
,,,1140219594,0.01
,,,1140219594,0.01
,,,1140219612,-0.01
,,,1140219612,-0.01
,,,1140219621,-0.01
,,,1140219621,0.01
,,,1140219621,0.02
,,,1140219621,-0.01
,,,1140219621,0.01
,,,1140219621,0.02
,,,1140219621,-0.01
,,,1140219621,0.01
,,,1140219621,0.02
,,,1140219621,-0.01
,,,1140219621,0.01
,,,1140219621,0.02
,,,1140219621,-0.01
,,,1140219621,0.01
,,,1140219621,0.02
,,,1140219621,-0.01
,,,1140219621,0.01
,,,1140219621,0.02
,,,1140219688,-0.01
,,,1140219742,0.01
,,,1140219765,-0.01
,,,1140219765,-0.01
,,,1140219765,-0.01
,,,1140219765,-0.01
,,,1140219765,-0.01
,,,1140219860,-0.01
,,,1140219898,-0.01
,,,1140225292,-0.01
,,,1140225292,-0.01
,,,1140225461,-0.01
,,,1140225479,-0.01
,,,1140225479,-0.01
,,,1140225479,-0.01
,,,1140225479,-0.01
,,,1140225479,-0.01
,,,1140225510,-0.01
,,,1140225579,-0.01
,,,1140225754,0.01
,,,1140225806,-0.01
,,,1140225861,-0.01
,,,1140225861,-0.01
,,,1140225861,-0.01
,,,1140225893,0.01
,,,1140225962,-0.01
,,,1140226113,-0.01
,,,1140226169,-0.01
,,,1140226202,-0.01
,,,1140226258,-0.01
,,,1140226259,-0.01
,,,1140226259,-0.01
,,,1140226375,0.01
,,,1140226375,0.01
,,,1140226375,0.01
,,,1140226375,0.01
,,,1140226396,-0.02
,,,1140226405,-0.01
,,,1140226413,-0.01
,,,1140226602,0.01
,,,1140226602,0.01
,,,1140226602,0.01
,,,1140226714,-0.01
,,,1140226855,0.01
,,,1140226872,-0.01
,,,1140226890,0.01
,,,1140226948,-0.01
,,,1140226973,-0.01
,,,1140227028,0.01
,,,1140227028,0.01
,,,1140227028,0.01
,,,1140227028,0.01
,,,1140227050,-0.01
,,,1140227274,0.01
,,,1140227276,-0.01
,,,1140227367,0.01
,,,1140227367,0.01
,,,1140227367,0.01
,,,1140227471,-0.01
,,,1140227590,-0.01
,,,1140227590,-0.01
,,,1140227608,-0.01
,,,1140227608,-0.01
,,,1140227721,-1.42E-14
,,,1140227721,-1.42E-14
,,,1140227782,0.01
,,,1140228078,0.01
,,,1140228078,0.01
,,,1140228202,-0.01
,,,1140228239,-0.01
,,,1140228332,-0.02
,,,1140228558,-0.01
,,,1140228558,-0.02
,,,1140228558,-0.02
,,,1140228611,0.01
,,,1140228611,0.01
,,,1140228637,-0.01
,,,1140228867,-0.01
,,,1140228867,-0.01
,,,1140228867,-0.01
,,,1140228963,-0.01
,,,1140228963,-0.01
,,,1140229016,0.01
,,,1140229016,0.01
,,,1140229103,0.01
,,,1140229103,0.01
,,,1140229103,0.01
,,,1140229188,-0.01
,,,1140229241,0.01
,,,1140229287,-0.01
,,,1140229339,-0.01
,,,1140229548,0.01
,,,1140229711,0.01
,,,1140229711,0.01
,,,1140229711,0.01
,,,1140229711,0.01
,,,1140229711,0.01
,,,1140229711,0.01
,,,1140234749,-0.01
,,,1140234749,-0.01
,,,1140234749,-0.02
,,,1140235001,-0.01
,,,1140235065,0.01
,,,1140235073,-0.02
,,,1140235153,-0.02
,,,1140235208,-0.02
,,,1140235271,-0.01
,,,1140235310,1.42E-14
,,,1140235323,-0.01
,,,1140235323,-0.01
,,,1140235370,-0.01
,,,1140235406,-0.01
,,,1140235406,-0.01
,,,1140235707,-0.01
,,,1140235746,-0.01
,,,1140236005,0.01
,,,1140236005,0.01
,,,1140236005,0.01
,,,1140236012,-0.01
,,,1140236012,-0.01
,,,1140236012,-0.01
,,,1140236155,-0.01
,,,1140236264,-7.11E-15
,,,1140236264,0.01
,,,1140236278,0.01
,,,1140236290,-0.01
,,,1140236463,-0.01
,,,1140236463,-0.01
,,,1140236597,-0.01
,,,1140236598,-0.01
,,,1140236605,-1.42E-14
,,,1140236724,0.01
,,,1140236763,-0.01
,,,1140236763,-0.02
,,,1140236763,-0.02
,,,1140236763,-0.01
,,,1140236763,-0.02
,,,1140236763,-0.02
,,,1140236817,0.01
,,,1140236817,0.01
,,,1140236817,0.01
,,,1140236817,0.01
,,,1140236861,-0.02
,,,1140236861,-0.01
,,,1140236943,-0.01
,,,1140236979,-0.01
,,,1140236979,-0.01
,,,1140237016,-0.01
,,,1140237032,-1.42E-14
,,,1140237052,-0.01
,,,1140237091,-0.01
,,,1140237132,-0.01
,,,1140237152,0.01
,,,1140237172,-0.01
,,,1140237250,0.02
,,,1140237309,0.01
,,,1140237380,-0.01
,,,1140237505,-0.01
,,,1140237544,-0.01
,,,1140237729,-0.01
,,,1140237801,-0.01
,,,1140237835,0.01
,,,1140237838,-0.01
,,,1140237875,-0.02
,,,1140237972,-0.01
,,,1140238034,-5.68E-14
,,,1140238034,-5.68E-14
,,,1140238221,0.01
,,,1140238221,0.01
,,,1140238246,-0.01
,,,1140238246,-0.01
,,,1140238307,-0.01
,,,1140238307,-0.01
,,,1140238307,-0.01
,,,1140238318,-0.02
,,,1140238318,-0.02
,,,1140238318,-0.01
,,,1140238343,0.03
,,,1140238343,0.02
,,,1140238343,0.02
,,,1140238345,0.01
,,,1140238345,-0.01
,,,1140238826,0.01
,,,1140238889,-0.01
,,,1140238899,-0.01
,,,1140238899,-0.01
,,,1140238941,-0.01
,,,1140238941,-0.01
,,,1140238959,-0.01
,,,1140238972,-0.01
,,,1140238972,-1.78E-15
,,,1140238972,-0.02
,,,1140238972,-1.78E-15
,,,1140238972,-0.01
,,,1140238982,-0.02
,,,1140239013,-0.01
,,,1140239054,-0.01
,,,1140239054,-0.01
,,,1140239139,0.01
,,,1140239202,-0.01
,,,1140239204,0.01
,,,1140239204,0.02
,,,1140239395,-0.01
,,,1140239434,-0.01
,,,1140239438,-0.01
,,,1140239438,-0.01
,,,1140239512,-0.01
,,,1140239512,-0.01
,,,1140239512,-0.01
,,,1140239529,-0.01
,,,1140239529,-0.01
,,,1140239649,-0.01
,,,1140239743,-1.42E-14
,,,1140244999,-0.01
,,,1140245010,-0.01
,,,1140245076,0.01
,,,1140245092,-0.01
,,,1140245092,-0.01
,,,1140245144,-3.55E-15
,,,1140245157,-3.55E-15
,,,1140245157,-3.55E-15
,,,1140245157,-3.55E-15
,,,1140245157,-3.55E-15
,,,1140245228,-0.01
,,,1140245228,-0.01
,,,1140245239,0.01
,,,1140245239,0.01
,,,1140245315,-0.01
,,,1140245315,-0.01
,,,1140245315,-0.01
,,,1140245347,-0.01
,,,1140245466,-0.01
,,,1140245466,-0.01
,,,1140245752,-0.01
,,,1140245752,-0.01
,,,1140245827,-0.01
,,,1140245843,0.01
,,,1140245917,-0.01
,,,1140245941,-0.02
,,,1140246004,-0.01
,,,1140246088,0.01
,,,1140246116,0.01
,,,1140246127,-0.01
,,,1140246191,-0.01
,,,1140246260,0.01
,,,1140246260,0.01
,,,1140246286,0.01
,,,1140246286,0.01
,,,1140246544,0.01
,,,1140246554,0.01
,,,1140246554,0.01
,,,1140246652,-0.02
,,,1140246701,0.01
,,,1140246701,0.01
,,,1140246701,0.01
,,,1140246701,0.01
,,,1140246777,-0.01
,,,1140246777,0.01
,,,1140246866,-0.01
,,,1140246902,-0.01
,,,1140246902,-0.01
,,,1140246902,-0.01
,,,1140246902,-0.01
,,,1140246902,-0.01
,,,1140246957,0.01
,,,1140247001,-0.01
,,,1140247001,-0.01
,,,1140247049,-0.01
,,,1140247126,-0.02
,,,1140247135,0.01
,,,1140247135,0.01
,,,1140247245,-1.42E-14
,,,1140247305,0.01
,,,1140247394,-0.01
,,,1140247394,-0.02
,,,1140247394,-0.02
,,,1140247394,-0.02
,,,1140247394,-0.02
,,,1140247394,-0.01
,,,1140247408,0.01
,,,1140247435,-0.01
,,,1140247435,-0.01
,,,1140247467,0.01
,,,1140247495,0.01
,,,1140247584,0.01
,,,1140247584,0.01
,,,1140247584,0.01
,,,1140247584,0.01
,,,1140247626,-0.01
,,,1140247651,-0.01
,,,1140247798,0.02
,,,1140247798,0.02
,,,1140247798,0.02
,,,1140248007,-0.01
,,,1140248023,-0.01
,,,1140248023,-0.01
,,,1140248023,-0.01
,,,1140248023,-0.01
,,,1140248039,-0.01
,,,1140248053,0.01
,,,1140248055,-0.01
,,,1140248075,-0.01
,,,1140248157,0.01
,,,1140248157,0.01
,,,1140248157,0.01
,,,1140248157,0.01
,,,1140248271,-0.01
,,,1140248294,0.01
,,,1140248294,0.01
,,,1140248353,-0.01
,,,1140248468,-0.01
,,,1140248489,-0.01
,,,1140248556,-0.01
,,,1140248559,0.01
,,,1140248559,0.01
,,,1140248751,0.01
,,,1140248754,-1.42E-14
,,,1140248773,-0.01
,,,1140248774,-0.01
,,,1140248787,-0.01
,,,1140248791,-0.01
,,,1140248791,-0.01
,,,1140248791,-0.01
,,,1140248791,-0.01
,,,1140248791,-0.01
,,,1140248791,-0.01
,,,1140248807,-0.01
,,,1140248860,0.01
,,,1140248987,0.01
,,,1140248987,0.01
,,,1140249012,0.01
,,,1140249048,0.01
,,,1140249223,-0.01
,,,1140249223,-0.02
,,,1140249342,-0.02
,,,1140249342,-0.01
,,,1140249342,-0.01
,,,1140249450,-0.01
,,,1140249450,-0.01
,,,1140249450,-0.01
,,,1140249450,-0.01
,,,1140249652,0.02
,,,1140249652,0.02
,,,1140249722,-0.01
,,,1140255199,-0.01
,,,1140255287,-0.01
,,,1140255330,0.01
,,,1140255551,-0.01
,,,1140255655,-0.01
,,,1140255655,-0.01
,,,1140255655,-0.01
,,,1140255655,-0.01
,,,1140255971,0.01
,,,1140256040,1.42E-14
,,,1140256130,0.01
,,,1140256130,-0.01
,,,1140256221,-0.01
,,,1140256307,0.01
,,,1140256319,-0.01
,,,1140256319,-0.01
,,,1140256334,-0.01
,,,1140256337,0.01
,,,1140256348,-0.01
,,,1140256427,-0.01
,,,1140256453,-0.01
,,,1140256560,0.01
,,,1140256562,-0.02
,,,1140256562,-0.02
,,,1140256562,-0.01
,,,1140256570,-0.01
,,,1140256663,0.01
,,,1140256690,-0.01
,,,1140256803,0.01
,,,1140256803,0.01
,,,1140256816,0.01
,,,1140256816,0.01
,,,1140256818,-0.01
,,,1140256818,-0.01
,,,1140256876,0.01
,,,1140256896,0.01
,,,1140256896,0.01
,,,1140256896,0.01
,,,1140256977,3.55E-15
,,,1140256977,1.78E-15
,,,1140256977,-0.01
,,,1140256977,-0.01
,,,1140256977,-0.01
,,,1140256977,-0.01
,,,1140257015,0.01
,,,1140257027,-0.01
,,,1140257085,0.02
,,,1140257131,0.01
,,,1140257145,-0.01
,,,1140257251,-0.01
,,,1140257262,-0.01
,,,1140257262,-0.01
,,,1140257295,-0.01
,,,1140257295,-0.01
,,,1140257531,0.02
,,,1140257531,0.02
,,,1140257557,-0.01
,,,1140257772,-0.01
,,,1140257889,0.01
,,,1140257889,0.01
,,,1140257977,-0.01
,,,1140257977,-0.01
,,,1140258026,-0.01
,,,1140258161,-0.01
,,,1140258161,-0.01
,,,1140258224,-0.01
,,,1140258240,0.01
,,,1140258259,-0.01
,,,1140258493,-0.01
,,,1140258512,-0.01
,,,1140258512,-0.01
,,,1140258517,0.01
,,,1140258517,0.01
,,,1140258636,0.01
,,,1140258642,-0.01
,,,1140258799,-0.01
,,,1140258799,-0.01
,,,1140258817,-0.01
,,,1140258817,-0.01
,,,1140258929,-0.01
,,,1140259006,-0.01
,,,1140259006,-0.01
,,,1140259006,-0.01
,,,1140259006,-0.01
,,,1140259045,-0.01
,,,1140259045,-0.01
,,,1140259304,-0.01
,,,1140259383,-7.11E-15
,,,1140259474,-0.02
,,,1140259530,-0.01
,,,1140259530,-0.01
,,,1140259533,-0.01
,,,1140259570,-0.01
,,,1140264725,-0.01
,,,1140264725,-0.01
,,,1140264725,-0.01
,,,1140264725,-0.01
,,,1140264872,-1.78E-15
,,,1140264878,-0.02
,,,1140265161,0.01
,,,1140265161,0.01
,,,1140265161,0.01
,,,1140265161,0.01
,,,1140265161,0.01
,,,1140265161,0.01
,,,1140265237,-0.03
,,,1140265241,-0.01
,,,1140265326,0.01
,,,1140265326,0.02
,,,1140265401,0.01
,,,1140265698,0.01
,,,1140265851,-0.01
,,,1140265957,0.01
,,,1140266025,-0.01
,,,1140266098,0.01
,,,1140266112,-0.01
,,,1140266118,0.01
,,,1140266118,0.01
,,,1140266129,0.01
,,,1140266200,-3.55E-15
,,,1140266239,-0.01
,,,1140266239,-0.01
,,,1140266239,0.01
,,,1140266278,-0.01
,,,1140266304,-0.01
,,,1140266362,-0.01
,,,1140266362,-0.01
,,,1140266362,-0.01
,,,1140266362,-0.01
,,,1140266362,-0.01
,,,1140266362,-0.01
,,,1140266377,-0.01
,,,1140266497,0.01
,,,1140266497,0.01
,,,1140266569,1.42E-14
